,X,Name,Product,ML115_Empty_6hr,ML115_Empty_12hr,ML115_Empty_24hr,ML115_TE_6hr,ML115_TE_12hr,ML115_TE_24hr,LAR1_Empty_6hr,LAR1_Empty_12hr,LAR1_Empty_24hr,LAR1_TE_6hr,LAR1_TE_12hr,LAR1_TE_24hr
37,b0037,caiC,putative crotonobetaine/carnitine-CoA ligase,0,0,0,-0.023444223,-0.450219318,-0.508740048,0.061603655,-0.443685108,-0.499051511,-0.13366288,-0.419814201,-0.419571345
38,b0038,caiB,crotonobetainyl CoA:carnitine CoA transferase,0,0,0,-0.108959762,-0.442504756,0.058971079,3.011801932,0.477624326,0.094655278,5.347380524,-0.237244071,0.121021234
39,b0039,caiA,"crotonobetaine reductase subunit II, FAD-binding",0,0,0,-0.060501962,-0.037375366,-0.409115184,0.084141757,0.850799088,1.405470465,1.782189079,0.507367512,0.495830869
40,b0040,caiT,putative transporter,0,0,0,-0.151840796,0.345411884,1.069252496,0.409791881,-0.069698345,1.238644058,0.361525989,0.433978202,0.153867609
41,b0041,fixA,anaerobic carnitine reduction putative electron transfer flavoprotein subunit,0,0,0,-0.800960132,-0.833428632,-0.414104754,0.76812184,-0.365861967,0.659911001,0.438314911,-0.671915419,-0.2608954
42,b0042,fixB,"putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein",0,0,0,0.116002087,-0.139623502,-0.534947985,-0.240915304,0.088196626,-0.414268786,-0.339764033,-0.142544783,-0.431664724
43,b0043,fixC,putative oxidoreductase,0,0,0,-0.698480316,0.48045788,-0.69095111,-0.469786821,0.457897283,0.648593739,-0.563067879,0.877910732,-0.451395437
44,b0044,fixX,putative 4Fe-4S ferredoxin-type protein,0,0,0,0.266422418,113107.4684,-0.999993731,1.054941041,71256.4004,0.404871876,2.995087842,64921.4406,-0.097718715
45,b0045,yaaU,putative transporter,0,0,0,-0.473524721,-0.171522154,-0.936549764,0.570258275,0.277568143,1.269468414,-0.103328436,-0.031900141,-0.396484618
46,b0046,kefF,"potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent",0,0,0,-0.520511307,-0.874962023,-0.334257411,-0.299433198,-0.100228112,0.372560006,-0.337636505,-0.372719352,-0.282964741
47,b0047,kefC,potassium:proton antiporter,0,0,0,-0.222652385,-0.508019182,-0.149319705,0.118978867,0.215239963,0.390616172,-0.016462704,-0.343078076,0.406997848
48,b0048,folA,dihydrofolate reductase,0,0,0,-0.245480562,0.82780896,0.271169419,0.706910028,0.622102957,0.980759154,-0.050996106,1.074916486,2.006216763
49,b0049,apaH,diadenosine tetraphosphatase,0,0,0,-0.042134723,-0.575254976,-0.6557777,0.15473218,0.041574891,0.17954107,0.264716652,0.443722619,1.486086424
50,b0050,apaG,protein associated with Co2+ and Mg2+ efflux,0,0,0,0.320973484,-0.319834984,-0.651256898,2.777754934,1.67470127,1.417076985,4.183398683,2.859642608,3.701843575
51,b0051,rsmA,"16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent",0,0,0,-0.066724773,-0.106134289,-0.368258117,2.509691486,0.785700603,1.867332953,2.570038892,1.705973323,3.354354501
52,b0052,pdxA,"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent",0,0,0,0.778291666,-0.624837927,-0.564549711,11.1202236,1.501888246,2.369735523,10.82715362,1.766514922,4.04855558
53,b0053,surA,peptidyl-prolyl cis-trans isomerase (PPIase),0,0,0,0.436764604,-0.056328353,-0.263623687,0.792128661,0.544187509,1.035801255,1.011195559,0.551982148,0.960887311
54,b0054,lptD,"LPS assembly OM complex LptDE, beta-barrel component",0,0,0,0.079574441,0.379616099,0.315969178,-0.132025668,0.004478075,0.375965213,0.063999453,0.136479783,0.546849869
55,b0055,djlA,"membrane-anchored DnaK co-chaperone, DNA-binding protein",0,0,0,-0.999991959,-0.489556128,0,-0.136902944,0.436652866,145526.9331,0.717331556,3.257988826,176833.0202
56,b0058,rluA,"dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent",0,0,0,0.271712623,-0.231114984,1.292659757,1.495915131,0.042976288,-0.066690322,1.075904404,0.16353459,0.495675087
57,b0059,rapA,"RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase",0,0,0,-0.211003183,-0.319856493,-0.058171631,0.580799188,0.687652661,0.283410294,0.297146412,0.589699291,0.2745891
58,b0060,polB,DNA polymerase II,0,0,0,0.178299957,0.094843371,-0.393751314,0.149164737,0.260419148,-0.115469798,0.160329219,0.334851088,0.105170447
59,b0061,araD,L-ribulose-5-phosphate 4-epimerase,0,0,0,-0.556052036,-0.423023989,-0.100672265,0.131054355,0.622800067,1.504440892,-0.165388155,0.98860826,2.271537716
60,b0062,araA,L-arabinose isomerase,0,0,0,-0.090197432,-0.325231273,-0.454460824,0.11458086,-0.018111998,0.170746926,-0.078626881,-0.083554208,0.259751624
61,b0063,araB,L-ribulokinase,0,0,0,-0.428215806,-0.255321894,-0.193956295,0.059746593,0.222700907,0.082655626,-0.08459959,0.12633719,0.331008898
62,b0064,araC,ara regulon transcriptional activator; autorepressor,0,0,0,0.077827662,-0.999993109,0.600693678,0.324442905,0.006838491,0.541649709,1.270380792,3.380846988,-0.631010606
63,b0065,yabI,DedA family inner membrane protein,0,0,0,-0.312002425,0.627297094,2.527439987,0.136922071,2.067262776,4.772827076,0.392931719,3.446665767,3.386795024
64,b0066,thiQ,"thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer",0,0,0,-0.533936618,-0.577119445,-0.35744178,-0.053683076,-0.114721808,-0.546135023,0.155174955,-0.225755555,-0.004376818
65,b0067,thiP,"thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer",0,0,0,-0.312564144,-0.336315201,-0.118574674,1.309161602,0.886210261,0.146784165,3.139077153,0.985479692,1.341208224
66,b0068,thiB,"thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer",0,0,0,0.157488056,0.068912892,-0.385532759,0.74147566,1.257549726,0.198807259,1.85887898,0.855657532,0.782371628
67,b0069,sgrR,transcriptional DNA-binding transcriptional activator of sgrS sRNA,0,0,0,-0.432199292,0.146349726,0.586535219,0.101613073,0.611278886,0.909491948,0.465883539,0.446415889,0.869512327
68,b4577,sgrS,-,0,0,0,-0.160054357,-0.517488897,-0.110686428,-0.403105612,-0.217634934,-0.042077283,-0.398919698,0.552736269,-0.087030797
69,b4662,sgrT,inhibitor of glucose uptake,0,0,0,-0.242335136,-0.439463117,-0.256534337,-0.642073941,-0.254503713,-0.228017529,-0.338512862,0.605447375,-0.456494551
70,b0070,setA,broad specificity sugar efflux system,0,0,0,0.73682219,0.168386202,-0.704633889,0.808125781,-0.105185504,-0.284973392,1.170652644,-0.141161431,-0.506680739
71,b0071,leuD,3-isopropylmalate dehydratase small subunit,0,0,0,0.068025395,-0.323288391,-0.16412676,1.217570838,0.251955116,0.107052373,2.021269694,1.038800157,1.632168017
72,b0072,leuC,3-isopropylmalate dehydratase large subunit,0,0,0,0.14648585,-0.569076543,0.042638428,3.208738905,0.573129231,0.661345872,4.538451625,1.194032156,3.763869402
73,b0073,leuB,"3-isopropylmalate dehydrogenase, NAD(+)-dependent",0,0,0,-0.47252679,-0.052572507,-0.145250675,0.986970162,0.343111369,0.066225895,0.951898336,0.492794378,1.361294695
74,b0074,leuA,2-isopropylmalate synthase,0,0,0,-0.345164237,1.385607318,0.799471152,-0.696378007,-0.278318646,-0.187894663,-0.69400198,-0.52480575,-0.259430672
75,b0075,leuL,leu operon leader peptide,0,0,0,0,0,30869.402,0,18326.4126,0,0,0,0
76,b0076,leuO,global transcription factor,0,0,0,0.504587915,0.514090415,3.78969236,-0.010929381,-0.446975666,-0.388811182,-0.018819955,0.179898771,-0.240980729
77,b0077,ilvI,acetolactate synthase 3 large subunit,0,0,0,0.159993259,-0.250255954,0.186638083,0.053205411,0.179686259,0.80932915,-0.239919622,-0.074133859,0.325914258
78,b0078,ilvH,"acetolactate synthase 3, small subunit, valine-sensitive",0,0,0,-0.097874037,-0.999998228,0.184436639,-0.292226994,-0.287869569,8.798412617,0.260175702,-0.285150048,4.112455465
79,b0080,cra,transcriptional repressor-activator for carbon metabolism,0,0,0,-0.177013667,-0.484801958,0.107979852,1.10311629,-0.016457361,-0.587997436,0.676529273,0.204584831,0.523504539
80,b0081,mraZ,RsmH methytransferase inhibitor,0,0,0,-0.13738139,2.235153238,-0.173484981,-0.775384562,-0.802342082,-0.28610449,-0.754685102,1.097706721,-0.077924333
81,b0082,rsmH,"16S rRNA m(4)C1402 methyltransferase, SAM-dependent",0,0,0,-0.085444482,0.845556552,0.608448172,-0.021115061,0.017958367,0.087982767,-0.123669545,1.128076621,0.627373241
82,b0083,ftsL,membrane bound cell division protein at septum containing leucine zipper motif,0,0,0,1.736281979,1.497706681,1.776829622,0.680548904,0.507991404,0.021742767,0.275907558,0.123843112,1.983093059
83,b0084,ftsI,transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3),0,0,0,-0.092246534,0.350436039,0.803173672,0.04631563,0.367611512,0.476267464,0.33045742,0.760534018,1.254779455
84,b0085,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase,0,0,0,-0.011126148,1.234499276,0.136754853,0.274442664,-0.734003345,1.198450253,0.230247927,0.277960869,1.861153487
85,b0086,murF,UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase,0,0,0,-0.341028833,-0.372289159,0.137187783,-0.378054896,-0.223344487,0.212854353,0.236511257,-0.230874421,-0.007835585
86,b0087,mraY,phospho-N-acetylmuramoyl-pentapeptide transferase,0,0,0,-0.028517052,1.407880586,0.206328216,-0.358244252,1.667128607,0.395551472,-0.421100626,1.151460477,0.186526349
87,b0088,murD,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase,0,0,0,-0.164136924,1.394361043,1.456731058,-0.062529425,0.698747767,2.682645187,-0.270917867,-0.270356112,0.527168409
88,b0089,ftsW,lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division,0,0,0,-0.005650704,-0.327143987,-0.244960823,-0.430865671,-0.012534717,0.039191335,0.319573717,-0.773126889,-0.338382665
89,b0090,murG,N-acetylglucosaminyl transferase,0,0,0,1.717457082,-0.007308457,-0.201662656,1.822918546,-0.094846789,-0.50793478,1.883601729,-0.073871438,0.178228797
90,b0091,murC,UDP-N-acetylmuramate:L-alanine ligase,0,0,0,0.885578893,-0.219831367,-0.172670006,0.064527147,-0.346206436,-0.226494013,0.032980003,-0.203408381,-0.246179337
91,b0092,ddlB,D-alanine:D-alanine ligase,0,0,0,2.94890905,180036.2588,-0.220898008,0.040638387,52092.1589,-0.52790651,1.442595294,168067.4274,0.115341091
92,b0093,ftsQ,"divisome assembly protein, membrane anchored protein involved in growth of wall at septum",0,0,0,2.206070837,2.725584555,0.149771205,0.092022759,0.409127061,0.057449985,1.191023443,0.829738982,0.114988977
93,b0094,ftsA,ATP-binding cell division protein involved in recruitment of FtsK to Z ring,0,0,0,0.279677302,8.262617819,0.517221127,-0.501665475,1.3373961,-0.248632184,-0.229725325,1.609149372,0.513787103
94,b0095,ftsZ,GTP-binding tubulin-like cell division protein,0,0,0,0.10684617,0.936041421,0.229573526,-0.514062981,-0.020920132,-0.06248611,0.834720057,0.190328327,-0.077060337
95,b0096,lpxC,UDP-3-O-acyl N-acetylglucosamine deacetylase,0,0,0,1.70370895,2.950180417,3.029043341,-0.256557533,-0.506207123,-0.500995231,-0.127601466,-0.15046116,0.575332183
96,b0097,secM,regulator of secA translation,0,0,0,0.206398187,-0.104919947,-0.353181606,-0.362965909,-0.094495118,-0.030020201,-0.01892344,-0.413581367,-0.560529968
97,b0098,secA,"preprotein translocase subunit, ATPase",0,0,0,0.44306027,0.722554405,1.109863633,0.128483995,0.29862284,1.572591316,0.292945478,0.233182968,2.306497925
98,b0099,mutT,"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP",0,0,0,-0.02316128,0.486676997,0.68581731,-0.148633756,0.116407723,0.055053692,-0.404475109,0.145820692,0.061745315
99,b0101,yacG,DNA gyrase inhibitor,0,0,0,1.279879045,1.932071211,2.024024582,4.367014061,1.966695774,0.660616613,1.491114969,2.098923604,5.873529529
100,b0102,zapD,FtsZ stabilizer,0,0,0,-0.134679493,0.198159028,0.806461241,4.680531892,0.126900277,0.035773043,1.637466635,0.36597614,2.747782651
101,b0103,coaE,dephospho-CoA kinase,0,0,0,0.341588217,-0.598276393,0.823902797,2.960651608,0.80931714,1.179539634,1.776751955,0.81352561,4.303266017
102,b0104,guaC,GMP reductase,0,0,0,-0.264306495,-0.018244858,-0.251260949,-0.357154581,-0.142131613,-0.077651444,-0.482813519,-0.354393818,-0.180070183
103,b0106,hofC,"assembly protein in type IV pilin biogenesis, transmembrane protein",0,0,0,-0.464441841,-0.004400981,-0.357256828,1.263579321,1.020013501,0.889465596,0.589932392,1.378137283,1.443119879
104,b0107,hofB,T2SE secretion family protein; P-loop ATPase superfamily protein,0,0,0,-0.343331619,-0.222682604,-0.128368608,0.938979923,1.100864906,1.126383089,0.870053358,0.764227378,1.39490757
105,b0108,ppdD,putative prepilin peptidase-dependent pilin,0,0,0,-0.731779543,-0.203848518,1.279586174,3.456868751,2.324215026,2.918574049,3.405769972,2.362098733,2.278808515
106,b0109,nadC,quinolinate phosphoribosyltransferase,0,0,0,0.485478942,-0.303358234,0.28181296,0.686823675,0.574199123,1.31296803,0.794438024,0.212605186,0.636332414
107,b0110,ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase",0,0,0,0.257966406,-0.361852068,-0.180248087,-0.317595643,-0.401750387,-0.768720004,-0.535399595,-0.38178194,1.097690367
108,b0111,ampE,ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation,0,0,0,0.259581582,0.787786253,0.941769153,0.872696823,0.809550047,2.096324749,1.699538878,-0.228148056,1.20802509
109,b0112,aroP,aromatic amino acid transporter,0,0,0,-0.376817446,-0.249297895,-0.092399037,-0.594421508,0.022356579,0.165524068,-0.499409185,0.031379472,0.064568491
110,b0113,pdhR,pyruvate dehydrogenase complex repressor; autorepressor,0,0,0,0.099928097,1.594844324,6.884448127,-0.209865888,0.789462806,0.071916792,-0.094623397,0.467153563,0.747651786
111,b0114,aceE,"pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding",0,0,0,-0.288471197,0.581473534,0.259897853,-0.618884385,-0.399771669,-0.513448741,-0.523480882,-0.568650194,-0.61985337
112,b0115,aceF,"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2",0,0,0,-0.529251999,0.810675112,-0.23975838,-0.441857484,-0.383336227,-0.416717118,-0.546817451,-0.727055889,-0.688507428
113,b0116,lpd,"lipoamide dehydrogenase, E3 component is part of three enzyme complexes",0,0,0,0.094538545,2.38037063,-0.136232737,-0.41992994,0.024019506,-0.232073911,-0.257267365,-0.011357598,-0.010734447
114,b0117,yacH,uncharacterized protein,0,0,0,-0.298707217,0.622962639,0.329134918,0.826430767,0.857021422,1.028225073,0.417516448,0.482238209,1.298021895
115,b0118,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,0,0,0,0.129984702,1.295538096,-0.150817736,0.037355908,0.256261759,0.493091337,0.008703251,0.418368118,0.352209746
116,b0119,yacL,UPF0231 family protein,0,0,0,0.837186587,-0.157188675,-0.546134149,1.52446752,-0.178134445,0.527292404,-0.158024139,-0.232650128,-0.467609843
117,b0120,speD,S-adenosylmethionine decarboxylase,0,0,0,-0.314652667,0.854799058,0.434807997,0.626297999,0.61772234,0.011681307,-0.108700488,0.378655021,-0.02878299
118,b0121,speE,spermidine synthase (putrescine aminopropyltransferase),0,0,0,-0.3305284,-0.085390346,0.73991592,2.324140902,0.561837125,0.074116648,0.898836317,1.122376843,1.215243012
119,b0122,yacC,PulS_OutS family protein,0,0,0,-0.443429029,0.192721333,-0.36177671,1.104244333,0.185841209,-0.484911551,0.481086145,-0.173638783,-0.51523757
120,b0123,cueO,multicopper oxidase (laccase),0,0,0,0.021133915,-0.347124548,-0.058512826,0.611113268,0.047100632,1.169135956,0.277845024,-0.660202654,1.496469073
121,b0124,gcd,glucose dehydrogenase,0,0,0,-0.361736152,0.170488486,-0.089958396,0.129711148,0.181259466,1.008228854,-0.045337185,0.147116513,0.982043739
122,b0125,hpt,hypoxanthine phosphoribosyltransferase,0,0,0,0.046217169,0.720669861,-0.276097293,-0.297974503,0.6042685,0.997102502,0.420647199,-0.333091101,0.077860052
123,b0126,can,carbonic anhydrase,0,0,0,0.187701924,-0.064149339,-0.070957876,-0.100506232,0.078834021,0.031789969,-0.286617841,0.461835065,-0.087624254
124,b0127,yadG,putative ABC superfamily transporter ATP-binding subunit,0,0,0,0.471819539,0.041499566,-0.37971785,0.239630675,0.512165314,0.445078196,0.56597619,0.788315236,0.395639244
125,b0128,yadH,inner membrane putative ABC superfamily transporter permease,0,0,0,-0.255600411,-0.371248997,-0.198466855,0.859254458,0.608940506,1.600104384,2.096900651,0.714386269,0.67452523
126,b0129,yadI,putative PTS Enzyme IIA,0,0,0,-0.293372163,-0.396725263,-0.576206235,-0.454366741,-0.10060595,-0.247274768,-0.326637055,-0.197546803,0.079234284
127,b0130,yadE,putative polysaccharide deacetylase lipoprotein,0,0,0,0.725395874,-0.32850069,0.205025038,0.077807441,-0.179482814,0.055222318,0.695411765,0.505192383,0.948077337
128,b0131,panD,aspartate 1-decarboxylase,0,0,0,-0.223610584,-0.139019368,0.593539,-0.176267122,0.654874347,0.164529199,-0.200129748,0.913225728,1.034328181
129,b0132,yadD,transposase_31 family protein,0,0,0,0.404264331,0.191161357,-0.249275638,-0.286559395,-0.554740985,-0.174946469,-0.274006131,-0.196987754,-0.419045153
130,b0133,panC,pantothenate synthetase,0,0,0,-0.313544085,-0.478363513,-0.321650736,0.837127106,0.184639986,-0.349474756,0.249676333,0.086881282,-0.129806787
131,b0134,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,0,0,0,0.273847151,-0.796034662,0.368903259,5.464002188,0.667498959,0.392363762,3.914963222,1.062285381,1.905586684
132,b0135,yadC,putative fimbrial-like adhesin protein,0,0,0,0.700569289,-0.641636522,0.320892611,0.837859647,-0.501486844,0.281739074,0.915290104,0.097492055,0.494086045
133,b0136,yadK,putative fimbrial-like adhesin protein,0,0,0,0.771037059,0.000837952,-0.390597283,2.904462918,1.727067502,0.630545204,3.533869197,1.717397473,0.278694336
134,b0137,yadL,putative fimbrial-like adhesin protein,0,0,0,0.834836871,-0.56691388,1.224692281,3.295790036,-0.530284012,1.830877059,3.096687136,-0.227137803,1.431832171
135,b0138,yadM,putative fimbrial-like adhesin protein,0,0,0,-0.104671252,-0.702651824,-0.418411151,1.638366561,-0.031336991,-0.135391634,2.142852774,-0.202243753,-0.353775558
136,b0139,htrE,putative outer membrane usher protein,0,0,0,-0.012592282,-0.383473043,-0.153429469,0.332332413,-0.425697852,-0.268953107,0.436060581,-0.118445663,-0.502593959
137,b0140,yadV,putative periplasmic pilin chaperone,0,0,0,0.026785644,0.214079017,0.9454603,0.535754249,-0.104338591,1.132229146,1.486375763,1.612932327,0.766810316
138,b0141,yadN,putative fimbrial-like adhesin protein,0,0,0,1.597750875,-0.191223636,4.3393572,7.219188843,0.483494408,-0.124354948,9.958653286,1.51719425,-0.293650788
139,b0142,folK,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,0,0,0,0.237528757,3.245441072,88.48861015,0.316049654,0.230043167,3.185002274,0.47249126,0.106397521,17.22710275
140,b0143,pcnB,poly(A) polymerase,0,0,0,0.155019504,-0.449469371,0.192716784,-0.666899688,-0.472380711,-0.249827229,-0.50765509,-0.702279786,-0.573189025
141,b0144,gluQ,glutamyl-Q tRNA(Asp) synthetase,0,0,0,-0.395631239,-0.280332362,-0.377453453,-0.194252184,-0.218514824,-0.368654305,-0.406878299,-0.345991271,-0.458237051
142,b0145,dksA,"transcriptional regulator of rRNA transcription, DnaK suppressor protein",0,0,0,0.782400631,0.782109655,0.171817345,-0.134691686,0.172914376,-0.378805247,0.342407136,0.156812495,-0.047744367
143,b0146,sfsA,sugar fermentation stimulation protein A,0,0,0,0.135839122,-0.064672232,-0.325455676,0.819930099,0.222010398,0.118828458,0.257614251,0.280605567,-0.416857599
144,b0147,ligT,2'-5' RNA ligase,0,0,0,-0.078903686,0.269325541,0.436050057,-0.289600141,0.299451464,0.294046554,-0.386597533,0.427842063,0.459960759
145,b0148,hrpB,putative ATP-dependent helicase,0,0,0,-0.343789839,0.302361504,1.131530751,-0.536787882,0.113454722,0.782006962,-0.261933965,-0.027672575,0.897985676
