"","X","Name","Product","ML115_Empty_6hr","ML115_Empty_12hr","ML115_Empty_24hr","ML115_TE_6hr","ML115_TE_12hr","ML115_TE_24hr","LAR1_Empty_6hr","LAR1_Empty_12hr","LAR1_Empty_24hr","LAR1_TE_6hr","LAR1_TE_12hr","LAR1_TE_24hr"
"39","b0039","caiA","crotonobetaine reductase subunit II, FAD-binding",1.729670218,1.989538054,1.558981542,1.625021776,1.915178342,0.921178522,1.87520771,3.682235215,3.750084055,4.81226959,2.998965026,2.331972715
"40","b0040","caiT","putative transporter",2.510891296,2.541334445,1.640669353,2.129635562,3.419141563,3.394959153,3.539834163,2.36420764,3.672874698,3.418643755,3.644218199,1.893115224
"41","b0041","fixA","anaerobic carnitine reduction putative electron transfer flavoprotein subunit",2.118971036,4.551839569,3.180995564,0.421759716,0.758206146,1.863730177,3.746598968,2.886494593,5.280169532,3.047747637,1.49338838,2.351088453
"42","b0042","fixB","putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein",6.657209041,5.633618018,9.950506049,7.429459182,4.84703254,4.627502887,5.053385501,6.130484119,5.828321988,4.395328848,4.830575161,5.655223597
"43","b0043","fixC","putative oxidoreductase",9.00042927,2.675509504,3.98489395,2.71380659,3.960979128,1.231527054,4.772146213,3.900618037,6.569471216,3.932576652,5.02436801,2.186131005
"44","b0044","fixX","putative 4Fe-4S ferredoxin-type protein",0.270254146,1e-05,1.595072318,0.342255909,1.131084684,1e-05,0.555356336,0.712574004,2.240872239,1.079689053,0.649224406,1.4392039
"45","b0045","yaaU","putative transporter",8.562889639,3.088288655,4.943018885,4.508149715,2.558578734,0.313635714,13.44594831,3.945499203,11.21802523,7.678099646,2.989771813,2.983187931
"46","b0046","kefF","potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent",5.645269967,4.522964589,6.002208387,2.706843117,0.565542342,3.995925753,3.954888728,4.069636389,8.23839118,3.739220744,2.837168157,4.303795045
"47","b0047","kefC","potassium:proton antiporter",22.4726607,21.47621578,15.9680103,17.4690692,10.5658862,13.58367172,25.1464324,26.09875566,22.20537335,22.10269995,14.10819699,22.46695613
"48","b0048","folA","dihydrofolate reductase",14.96895288,6.584432354,6.331474042,11.29436592,12.03508445,8.048376179,25.55065578,10.68062719,12.54112517,14.20559457,13.66214724,19.0337834
"49","b0049","apaH","diadenosine tetraphosphatase",142.8984321,172.5007759,122.5271277,136.8774463,73.26884625,42.17656971,165.009418,179.6724769,144.5257793,180.7260266,249.043272,304.6130288
"50","b0050","apaG","protein associated with Co2+ and Mg2+ efflux",5.566887487,8.53818534,12.42273692,7.35371076,5.807374971,4.332343813,21.03033667,22.83709517,30.0267115,28.85539727,32.95434393,58.40976577
"51","b0051","rsmA","16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent",12.0022405,15.33364657,15.5932152,11.20139373,13.70622089,9.850887134,42.12416129,27.38130193,44.71093979,42.84846538,41.49243856,67.89838679
"52","b0052","pdxA","4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent",2.433938013,9.495131133,10.63826697,4.328251683,3.562213078,4.632436424,29.49987295,23.75575698,35.84814611,28.78655878,26.26842197,53.70788207
"53","b0053","surA","peptidyl-prolyl cis-trans isomerase (PPIase)",10.18554256,11.22274147,13.00263265,14.63422702,10.59058293,9.574830693,18.25380275,17.33001719,26.47077587,20.48511796,17.41749441,25.49669737
"54","b0054","lptD","LPS assembly OM complex LptDE, beta-barrel component",37.51515062,43.00489248,35.1402579,40.50039775,59.33024199,46.24349631,32.5621878,43.19747162,48.35177246,39.91609975,48.87419086,54.35670332
"55","b0055","djlA","membrane-anchored DnaK co-chaperone, DNA-binding protein",1.243648043,0.781214296,1e-05,1e-05,0.39876605,1e-05,1.073388964,1.122333757,1.455279331,2.135756029,3.326401743,1.768340202
"56","b0058","rluA","dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent",19.38830351,31.02311114,34.65610127,24.65635032,23.8532053,79.45464873,48.3915601,32.3563693,32.34487472,40.24826464,36.09646289,51.83426729
"57","b0059","rapA","RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase",39.96987502,32.16284373,48.43285428,31.53610415,21.87534932,45.61543613,63.18434599,54.27970882,62.15922376,51.84677998,51.12924988,61.73198815
"58","b0060","polB","DNA polymerase II",24.01514337,22.9776883,30.93666302,28.29704241,25.15696972,18.75531129,27.59735591,28.96151831,27.36441279,27.86547255,30.67179222,34.19028571
"59","b0061","araD","L-ribulose-5-phosphate 4-epimerase",12.10212926,4.501933719,2.410832458,5.372715639,2.597507759,2.168128493,13.688166,7.305738341,6.037787392,10.10058043,8.952582579,7.887129314
"60","b0062","araA","L-arabinose isomerase",31.65023318,26.17848773,24.8540498,28.79546342,17.66442484,13.55885785,35.27674412,25.704343,29.09780241,29.16167405,23.99116491,31.3099296
"61","b0063","araB","L-ribulokinase",11.69966625,14.74099579,13.39850616,6.689684239,10.97729683,10.79978154,12.39868145,18.02382892,14.50596807,10.70987928,16.60333178,17.83353092
"62","b0064","araC","ara regulon transcriptional activator; autorepressor",1.411234681,1.451142784,1.561337038,1.521067777,1e-05,2.499222326,1.869099761,1.461066411,2.40703479,3.204040113,6.357234494,0.576116807
"63","b0065","yabI","DedA family inner membrane protein",4.944607805,1.327239317,0.876437125,3.401878181,2.159812684,3.091579361,5.621633747,4.070991752,5.059519966,6.887501051,5.901789635,3.844750019
"64","b0066","thiQ","thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer",73.8513033,103.9327448,202.5455041,34.41938817,43.95113678,130.1472786,69.88673814,92.00939245,91.92831052,85.31117594,80.46935033,201.6589993
"65","b0067","thiP","thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer",10.57123774,13.19247362,33.22314533,7.267047868,8.755644201,29.28372171,24.41069627,24.88377911,38.09977698,43.75516861,26.19338846,77.78230106
"66","b0068","thiB","thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer",3.414326453,3.429985359,9.533480431,3.952042088,3.666355568,5.858011418,5.945966412,7.743362508,11.42880554,9.761146127,6.364878167,16.99220504
"67","b0069","sgrR","transcriptional DNA-binding transcriptional activator of sgrS sRNA",13.43806136,8.298217683,12.68088199,7.630140758,9.512659565,20.11866588,14.80354407,13.37074294,24.21404205,19.69863294,12.00267391,23.7070652
"68","b4577","sgrS","-",4.465881326,3.99704125,3.457438781,3.751097564,1.928616783,3.074747232,2.6656595,3.12714544,3.31195915,2.684353298,6.206350918,3.156535128
"69","b4662","sgrT","inhibitor of glucose uptake",2.98421959,2.729259713,2.891396067,2.261038331,1.529850733,2.149653695,1.068129958,2.034652982,2.232107079,1.974022876,4.381682841,1.571489519
"70","b0070","setA","broad specificity sugar efflux system",3.24470045,5.029633511,4.149348183,5.635467741,5.876554397,1.225576837,5.866826534,4.500588977,2.966894356,7.043117612,4.319643245,2.04695338
"71","b0071","leuD","3-isopropylmalate dehydratase small subunit",18.21552553,29.34874036,32.46719242,19.45464385,19.8606333,27.13845732,40.39421821,36.74330564,35.9428824,55.03401524,59.83621644,85.4591055
"72","b0072","leuC","3-isopropylmalate dehydratase large subunit",8.207868637,15.85014558,17.15556326,9.410205254,6.830199524,17.88704951,34.54477606,24.93432733,28.5013242,45.45888339,34.77572908,81.72686289
"73","b0073","leuB","3-isopropylmalate dehydrogenase, NAD(+)-dependent",6.809624209,9.255883138,12.61341143,3.591894339,8.769278157,10.7813049,13.53052012,12.43168187,13.44874589,13.29169416,13.81713031,29.78398149
"74","b0074","leuA","2-isopropylmalate synthase",69.6111479,38.59879368,32.19188482,45.58386917,92.08156465,57.92836807,21.13547544,27.85602969,26.14320146,21.3008734,18.3419248,23.84032251
"75","b0075","leuL","leu operon leader peptide",1e-05,1e-05,1e-05,1e-05,1e-05,0.30870402,1e-05,0.183274126,1e-05,1e-05,1e-05,1e-05
"76","b0076","leuO","global transcription factor",13.84011348,20.76872577,12.30045266,20.82366749,31.44572861,58.91538413,13.6888496,11.48561074,7.517899125,13.57964317,24.50499401,9.336280609
"77","b0077","ilvI","acetolactate synthase 3 large subunit",13.93030861,11.86265626,9.840440734,16.15906408,8.893955903,11.67704173,14.6714764,13.99421259,17.80459627,10.58815423,10.98323177,13.04758067
"78","b0078","ilvH","acetolactate synthase 3, small subunit, valine-sensitive",2.234469497,5.6448826,0.264797376,2.015772947,1e-05,0.313635714,1.581497192,4.019892678,2.59459395,2.815824167,4.035244053,1.353764792
"79","b0080","cra","transcriptional repressor-activator for carbon metabolism",2.545688988,4.193739816,4.453306205,2.095067245,2.16060654,4.934173548,5.353879981,4.124721925,1.834773575,4.267922108,5.051715368,6.784632217
"80","b0081","mraZ","RsmH methytransferase inhibitor",3.586731197,1.708292119,1.869018765,3.09398108,5.526586781,1.54477208,0.805635198,0.337657463,1.334284105,0.879878596,3.58349586,1.723376724
"81","b0082","rsmH","16S rRNA m(4)C1402 methyltransferase, SAM-dependent",6.048751284,3.88119142,5.752490961,5.531918863,7.162958253,9.252583569,5.921031534,3.95089128,6.258611035,5.300704965,8.259472721,9.361449857
"82","b0083","ftsL","membrane bound cell division protein at septum containing leucine zipper motif",1.940620141,3.366468861,4.778928889,5.31008392,8.408451764,13.2702713,3.261307052,5.076606103,4.882836028,2.476051906,3.783382842,14.2559896
"83","b0084","ftsI","transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)",33.00469354,33.24383872,26.47725997,29.96012494,44.89367789,47.74309808,34.5333267,45.46465652,39.08751742,43.91133942,58.52690895,59.7003818
"84","b0085","murE","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase",2.286478024,2.088351932,1.089706588,2.261038331,4.66642088,1.238729252,2.913985145,0.555494628,2.395665724,2.81293485,2.66883205,3.117817804
"85","b0086","murF","UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase",8.545820656,11.92247412,10.55371815,5.63144941,7.483866253,12.00155935,5.315031318,9.259655259,12.800123,10.56700344,9.169879807,10.47102359
"86","b0087","mraY","phospho-N-acetylmuramoyl-pentapeptide transferase",5.88576125,2.077656454,3.320647676,5.717916691,5.002748641,4.005790986,3.777221114,5.541376964,4.634134753,3.407263503,4.469995746,3.940035963
"87","b0088","murD","UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase",3.155854867,1.820507118,1.013949654,2.637862557,4.358951322,2.491001606,2.958521076,3.092582402,3.734016813,2.300877398,1.328321892,1.54847188
"88","b0089","ftsW","lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division",2.844356451,6.532604324,4.069294444,2.828283835,4.395502097,3.072476729,1.618820899,6.450719977,4.228775524,3.753338014,1.482072267,2.692315745
"89","b0090","murG","N-acetylglucosaminyl transferase",1.71372928,4.908795773,5.783581147,4.656985768,4.872920051,4.617248809,4.837718168,4.443212255,2.84589913,4.941712714,4.54617597,6.814381858
"90","b0091","murC","UDP-N-acetylmuramate:L-alanine ligase",3.787907835,6.639831414,4.866904764,7.142399062,5.180188199,4.026536287,4.032330721,4.341079046,3.764579974,3.912833048,5.289234055,3.668773378
"91","b0092","ddlB","D-alanine:D-alanine ligase",0.518262628,1e-05,1.58914144,2.046571982,1.800372588,1.238103261,0.539323985,0.520931589,0.750223328,1.265905856,1.680684274,1.772434747
"92","b0093","ftsQ","divisome assembly protein, membrane anchored protein involved in growth of wall at septum",1.454597966,2.084357014,4.556867541,4.663544119,7.765448299,5.239355084,1.588454084,2.937123873,4.818659511,3.187058243,3.813829281,5.08085708
"93","b0094","ftsA","ATP-binding cell division protein involved in recruitment of FtsK to Z ring",3.176972488,0.827270955,1.016662337,4.065499581,7.662694689,1.542501577,1.583195077,1.933659904,0.76388736,2.447141451,2.158473493,1.539010334
"94","b0095","ftsZ","GTP-binding tubulin-like cell division protein",3.916727792,4.965611711,4.778780565,4.335215156,9.613629951,5.875862069,1.903283028,4.861730461,4.480173156,7.186099038,5.910708281,4.410526126
"95","b0096","lpxC","UDP-3-O-acyl N-acetylglucosamine deacetylase",10.59483295,19.58477143,24.38433693,28.64534467,77.36338058,98.24555033,7.876648746,9.67082063,12.16790042,9.242916729,16.63802401,38.41343072
"96","b0097","secM","regulator of secA translation",8.396129891,9.795207599,11.44238127,10.12907588,8.767494934,7.401142671,5.348620974,8.8696083,11.09887868,8.237246229,5.744092253,5.028583664
"97","b0098","secA","preprotein translocase subunit, ATPase",11.47795207,9.216950927,5.26220518,16.56337661,15.87669942,11.10253534,12.95268521,11.96934299,13.53750335,14.84036623,11.3661869,17.39947051
"98","b0099","mutT","nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP",14.02922863,10.20534491,5.491268967,13.70429374,15.17205152,9.257276278,11.94401168,11.39332587,5.793583598,8.354754851,11.69349537,5.8303291
"99","b0101","yacG","DNA gyrase inhibitor",7.098518386,2.942425128,3.476310025,16.18376332,8.627400007,10.51244697,38.09784799,8.729280193,5.772818181,17.68322541,9.118350681,23.89451961
"100","b0102","zapD","FtsZ stabilizer",14.6345764,15.67428648,16.20500327,12.66359907,18.78028786,29.27371031,83.13217797,17.66335777,16.78470555,38.59820697,21.41070135,60.73283012
"101","b0103","coaE","dephospho-CoA kinase",5.431979527,6.589356462,5.250195101,7.287479729,2.647100048,9.575845527,21.51417845,11.92223559,11.44300831,15.08325977,11.9499667,27.84318126
"102","b0104","guaC","GMP reductase",39.37534892,30.73167503,21.4251868,28.96818847,30.17097997,16.04187404,25.31226266,26.36373248,19.7614901,20.36439815,19.84055939,17.56714949
"103","b0106","hofC","assembly protein in type IV pilin biogenesis, transmembrane protein",38.62866127,24.73509746,45.20460996,20.6878947,24.62623876,29.05495439,87.43903884,49.96523081,85.41255532,61.41695982,58.82345748,110.4402812
"104","b0107","hofB","T2SE secretion family protein; P-loop ATPase superfamily protein",32.87308698,26.13156085,27.6481726,21.5867168,20.31251684,24.09901518,63.74025567,54.89887914,58.79060666,61.47442669,46.10201507,66.21481785
"105","b0108","ppdD","putative prepilin peptidase-dependent pilin",2.706891251,2.503836726,2.840441255,0.726043608,1.99343332,6.475030612,12.06425903,8.323291668,11.13047939,11.92594019,8.418146283,9.313262972
"106","b0109","nadC","quinolinate phosphoribosyltransferase",10.01974847,9.803325037,10.12375217,14.88412536,6.829405668,12.97675674,16.90154894,15.43238568,23.41591511,17.97981765,11.88756278,16.56582383
"107","b0110","ampD","1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase",1.533670263,2.397329298,0.749152279,1.929305668,1.529850733,0.614119014,1.04658327,1.434201324,0.173263936,0.712543825,1.482072267,1.571489519
"108","b0111","ampE","ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation",6.054697434,9.368522024,4.298001043,7.626385374,16.74891489,8.345725844,11.33861265,16.95280947,13.308007,16.34489112,7.231111934,9.490094139
"109","b0112","aroP","aromatic amino acid transporter",206.5054144,137.0236019,86.22920988,128.6905716,102.8639064,78.26171394,83.75415456,140.0869809,100.5022195,103.3747136,141.3233302,91.79689981
"110","b0113","pdhR","pyruvate dehydrogenase complex repressor; autorepressor",4.13902205,4.767920154,3.253534303,4.552626647,12.37201055,25.65232244,3.270382511,8.532015777,3.487518052,3.747373722,6.995271041,5.686045035
"111","b0114","aceE","pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding",79.93563643,74.24899814,91.99747497,56.87650773,117.4228255,115.9074212,30.46471925,44.56635222,44.76148724,38.09085893,32.02729093,34.97253012
"112","b0115","aceF","pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2",58.81683857,51.7336401,69.11207974,27.68790919,93.67281457,52.54187947,32.82817825,31.90226168,40.31189304,26.65476482,14.12039239,21.52789949
"113","b0116","lpd","lipoamide dehydrogenase, E3 component is part of three enzyme complexes",26.76858957,15.6913176,23.61753329,29.29925307,53.04246916,20.40005208,15.52765736,16.06821529,18.13651998,19.88190507,15.51310193,23.36401213
"114","b0117","yacH","uncharacterized protein",103.0470862,58.49803084,54.07104366,72.26617789,94.94011848,71.86771218,188.2083687,108.6320964,109.6682465,146.0709396,86.70801646,124.2564422
"115","b0118","acnB","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase",24.57390303,15.74642572,18.92037295,27.7681345,36.14652011,16.06684513,25.49188349,19.78163247,28.24984494,24.78777588,22.33422822,25.58431271
"116","b0119","yacL","UPF0231 family protein",12.90936572,5.064065502,6.078538421,23.71691355,4.268051758,2.758841015,32.58927447,4.161981003,9.283705558,10.86937432,3.885910017,3.236154027
"117","b0120","speD","S-adenosylmethionine decarboxylase",67.80716606,40.27992398,51.81612024,46.47146041,74.71116504,74.34618367,110.2746585,65.16173289,52.42140023,60.43649401,55.53211943,50.32469736
"118","b0121","speE","spermidine synthase (putrescine aminopropyltransferase)",20.76925746,20.39344434,31.66572322,13.90442802,18.65204108,55.09569596,69.03993823,31.85123847,34.01268047,39.43742035,43.28257401,70.14727209
"119","b0122","yacC","PulS_OutS family protein",10.96987362,13.22105282,35.29532341,6.105513211,15.76903174,22.52629744,23.0832944,15.67806926,18.1802134,16.24732783,10.9253653,17.10984674
"120","b0123","cueO","multicopper oxidase (laccase)",6.459939191,27.50215118,22.63460624,6.596462996,17.95547937,21.31019146,10.40769374,28.79751987,49.09753824,8.254801149,9.345157973,56.50659445
"121","b0124","gcd","glucose dehydrogenase",26.07987202,21.56262101,16.55035285,16.64583946,25.23879963,15.06150966,29.46272217,25.47105019,33.23689614,24.89748403,24.73483863,32.80352325
"122","b0125","hpt","hypoxanthine phosphoribosyltransferase",12.92354622,10.39441372,13.67009711,13.52083594,17.88535441,9.895820303,9.072658961,16.67543051,27.30058514,18.35979974,6.932127009,14.73445158
"123","b0126","can","carbonic anhydrase",619.1226041,371.6822003,225.3686019,735.3331079,347.8390328,209.3769245,556.8969239,400.9834028,232.5330627,441.6710198,543.3380735,205.6208463
"124","b0127","yadG","putative ABC superfamily transporter ATP-binding subunit",1.733497354,2.3338766,1.990729921,2.551395277,2.430731467,1.234814236,2.148896495,3.529207241,2.876760402,2.714615582,4.173707082,2.778340802
"125","b0128","yadH","inner membrane putative ABC superfamily transporter permease",2.011047196,3.373169422,3.451723817,1.497022706,2.120883659,2.766671046,3.739048465,5.427228916,8.97484223,6.228013371,5.782915339,5.779998619
"126","b0129","yadI","putative PTS Enzyme IIA",18.78714145,11.07945599,13.07404282,13.27551712,6.683955904,5.540697833,10.25088922,9.964796796,9.841161912,12.6505649,8.890744881,14.10995524
"127","b0130","yadE","putative polysaccharide deacetylase lipoprotein",51.45958231,41.47810323,25.05136957,88.78815099,27.85251769,30.18752756,55.4635207,34.03349654,26.43476427,87.24518126,62.43252503,48.80200531
"128","b0131","panD","aspartate 1-decarboxylase",35.15676403,24.81144598,18.18173186,27.2953395,21.36217445,28.9732988,28.95978242,41.05982547,21.17315764,28.12084972,47.46989681,36.98760951
"129","b0132","yadD","transposase_31 family protein",27.29028864,19.43905897,14.37235783,38.32277892,23.15505587,10.78967916,19.47000004,8.655416249,11.85796458,19.81258224,15.60980241,8.349690951
"130","b0133","panC","pantothenate synthetase",78.17313099,98.09853823,180.4562744,53.66240817,51.17177683,122.4123809,143.6139779,116.211451,117.3913619,97.69111167,106.621465,157.0318253
"131","b0134","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase",5.343903412,11.72456821,22.25818411,6.807316136,2.391405514,30.46930076,34.54300335,19.55070528,30.99148897,26.26508873,24.17940562,64.67308336
"132","b0135","yadC","putative fimbrial-like adhesin protein",12.38303793,18.75885355,10.28512948,21.05821401,6.722488002,13.58555153,22.75828572,9.351535283,13.18285234,23.71711001,20.58769273,15.36686843
